Customer;Name 1;Street;Telephone 1;Telephone 2;Zone;SDst;Represent.;Pers.No.;Sales;#N/A;JWK;MonFrom1;MonFrom2;TueFrom1;TueFrom2;WedFrom1;WedFrom2;ThuFrom1;ThuFrom2;FriFrom1;FriFrom2;SatFrom1;SatFrom2;DChl;CGrp;PayT;Cred.limit;Post.Code;Plnt;Created on;Created on
524026;TK.HETI JAYA;WARGA MAKMUR JAYA RT.5-7 KEL.WARGA MAKMUR JAYA;8.22E+10;;2051148;34595;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34595;3042;05.05.2020;03.01.2025
539993;TK.AZAHRA;WARGA MAKMUR JAYA RT.2-3 KEL.WARGA MAKMUR JAYA;8.23E+10;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34595;3042;10.06.2020;06.01.2025
547547;TK.YUSYAM;TRI MUKTI JAYA RT.2-4 KEL.TRI MUKTI JAYA KEC.BANJAR AGUNG;8.54E+10;;2051164;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Selasa;;;08:00:00;08:00:00;;;;;;;;;2;13;Z00;0;34595;3042;25.06.2020;02.06.2025
5830194;TK ZULFA;JLKH DEWANTORO RT 003 RW001 GEDUNG KARYA JITU;;8.22E+10;2051140;34596;90052449;90052449;Beni Saputra;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34596;3042;15.05.2026;15.05.2026
552965;TK.CINTA;PANCA WARNA WAY SERDANG RT.1-1 KEL.PANCA WARNA;8.14E+10;;2051171;34593;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34593;3042;06.07.2020;05.05.2025
592529;TK.SABITA;BUKO POSO RT.1-1 KEL.BUKO POSO KEC.WAY SERDANG;8.23E+10;;2051169;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;58;Z00;0;34593;3042;14.10.2020;21.03.2025
592536;TK.FIRMAN U6;PS.UNIT6 KIBANG BUDI JAYA RT.1-1 KEL.KIBANG BUDI JAYA;8.59E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;69;Z00;0;34593;3042;14.10.2020;17.03.2025
191375;TK HENDRI;SIDANG GUNUNG TIGA RT 003 RW 001 KEL SIDANG GUNUNG TIGA;8.54E+10;;2051137;34595;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34595;3042;15.03.2013;22.05.2026
592538;TK.SRI UTAMI;BUKO POSO RT 004 RW 007 KEL BUKO POSO KEC WAY SERDANG;8.52E+10;;2051145;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;14.10.2020;11.02.2026
602297;TK.KRISNA BUJUK;BUJUK AGUNG RT.4-4 KEL.BUJUK AGUNG KEC.BANJAR MARGO;8.54E+10;;2051179;34595;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34595;3042;22.10.2020;19.03.2025
602304;TK.YANA BUJUK;INDRALOKA JAYA RT.17-5 KEL.INDRALOKA JAYA KEC.WAY KENANGA;8.24E+10;;2051180;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Jumat;;;;;;;;;08:00:00;08:00:00;;;2;13;Z00;0;34595;3042;22.10.2020;08.07.2025
602305;TK.FERRO;MULYA JAYA SP3C RT.3-1 KEL.MULYA JAYA KEC.GUNUNG AGUNG;6.28E+12;;2051152;34595;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34595;3042;22.10.2020;02.07.2025
602309;TK BUDI WALUYO;BANGUN JAYA RT 008 RW 003 KEL BANGUN JAYA KEC GUNUNG AGUNG;8.54E+10;;2051152;34595;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;13;Z00;0;34595;3042;22.10.2020;04.08.2025
602312;TK.NADA SP3C;MULYA JAYA SP3C RT.7-2 KEL.MULYA JAYA KEC.GUNUNG AGUNG;8.13E+10;;2051152;34595;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34595;3042;22.10.2020;05.05.2025
602314;TK WAHYUNI SP3C;MULYA JAYA SP3C RT 006 RW 002 KEL MULYA JAYA KEC GUNUNG;8.23E+10;;2051152;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;22.10.2020;29.12.2025
602315;TK.HETI KEJADIAN;KEJADIAN RT.3-3 KEL.KEJADIAN KEC.WAY SERDANG;8.22E+10;;2051169;34595;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;69;Z00;0;34595;3042;22.10.2020;23.01.2025
602328;TK.IDA BUANA;MERCU BUANA RT.3-1 KEL.MERCU BUANA KEC.WAY KENANGA;8.14E+10;;2051175;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;58;Z00;0;34595;3042;22.10.2020;06.01.2025
230241;TK.BU GITO;PS.MEDASARI RT.2-5 KEL.MEDA SARI KEC.RAWA JITU SELATAN;8.22E+10;;2051139;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34595;3042;08.10.2014;21.04.2025
602337;TK HERI MESUJI;ADI LUHUR RT 001 RW 001 KEL ADI LUHUR KEC PANCA JAYA;8.14E+10;;2051682;34595;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;58;Z00;0;34595;3042;22.10.2020;28.07.2025
605980;TK NUR MULYA KENCANA;MULYA KENCANA RT 001 RW 005 KEL MULYA KENCANA KEC TULANG;8.23E+10;;2051238;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;58;Z00;0;34593;3042;27.10.2020;13.10.2025
605981;TK.TUTI ASTRA;ASTRA KSETRA RT.2-2 KEL.ASTRA KSETRA KEC.MENGGALA;8.24E+10;;2051381;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;27.10.2020;15.05.2025
610300;TK.GILANG PADASUKA;GILANG TUNGGAL MAKARTA RT.4-1 KEL.GILANG TUNGGAL MAKARTA;8.57E+10;;2051178;34595;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34595;3042;06.11.2020;05.02.2025
616572;TK BU IIN;AGUNG JAYA RT 005 RW 002 KEL AGUNG JAYA KEC WAY KENANGA;8.23E+10;;2051149;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;13;Z00;0;34593;3042;25.11.2020;29.09.2025
617801;TK SUYATNO;TOTO KATON RT 007 RW 003 KEL TOTO KATON KEC BATU PUTIH;8.22E+10;;2051570;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;13;Z00;0;34593;3042;03.12.2020;01.08.2025
617802;TK.BU MAKSUM;MARGO MULYO 10-4 KEL.MARGO MULYO KEC.GUNUNG TERANG;8.54E+10;;2051570;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;58;Z00;0;34593;3042;03.12.2020;30.05.2025
423963;TK KAYANG PIDADA;MEDASARI RT 003 RW 005 KEL MEDA SARI KEC RAWA JITU SELATAN;6.28E+12;;2051139;34595;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;13;Z00;0;34595;3042;24.07.2018;08.08.2025
830993;TK.RARERO;GEDUNG MULYA RT.15-4 KEL.GEDUNG MULYA KEC.TANJUNG RAYA;8.23E+10;;2051142;34593;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;69;Z00;0;34593;3042;20.04.2021;05.02.2025
1137955;TK.LINA HI;MAKARTI TAMA HI RT.2-8 KEL.MAKARTI TAMA KEC.GEDUNG AJI BARU;8.13E+10;;2051135;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Sabtu;;;;;;;;;;;08:00:00;08:00:00;2;13;Z00;0;34593;3042;08.07.2021;06.02.2025
1418989;TK KARSITIN;KIBANG BUDI JAYA RT 003 RW 001 KEL KIBANG BUDI JAYA;8.57E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;58;Z00;0;34593;3042;21.09.2021;25.07.2025
1516283;TK.TUGIONO;MEKAR JAYA RT.1-6 KEL.MEKAR JAYA KEC.GUNUNG AGUNG;8.14E+10;;2051152;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;69;Z00;0;34593;3042;18.10.2021;23.06.2025
1698611;TK.EKO SUSILO;KIBANG YEKTI JAYA RT.12-4 KEL.KIBANG YEKTI JAYA;8.22E+10;;2051392;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;58;Z00;0;34595;3042;16.12.2021;23.12.2024
1713738;TK RAMIDI;SAKTI JAYA RT 005 RW 002 KEL SAKTI JAYA KEC BATU PUTIH;8.54E+10;;2051570;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;13;Z00;0;34595;3042;15.02.2022;19.08.2025
1714864;TK.ULVA TRAYA;JL.A YANI RT.10-3 KEL.MULYO JADI KEC.GUNUNG TERANG;8.13E+10;;2051630;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;21.02.2022;22.01.2025
1719828;TK GLADYS;KARTA RAHARJA RT 003 RW 001 KEL KARTA RAHARJA;8.14E+10;;2051077;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34593;3042;17.03.2022;23.01.2026
1719863;TK SUJIYANTI;EKA MULYA RT 001 RW 002 KEL EKA MULYA KEC MESUJI TIMUR;6.29E+12;;2051153;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Jumat;;;;;;;;;08:00:00;08:00:00;;;2;67;Z00;0;34593;3042;17.03.2022;04.09.2025
1719869;TK ISTIMEWA JAYA;DWI WARGA TUNGGAL JAYA RT 002 RW 001 KEL DWI WARGA TUNGGAL;8.14E+10;8.14E+10;2051148;34595;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34595;3042;17.03.2022;04.09.2025
1732377;TOKO DINI CEEL;MULYA JAYA RT.14-4 KEL.MULYA JAYA KEC.GUNUNG AGUNG;6.28E+12;;2051152;34684;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;13;Z00;0;34593;3042;08.04.2022;03.02.2025
434837;TK.TAMI;DS.WONO AGUNG RT.4-5 KEL.WONO AGUNG KEC.RAWAJITU SELATAN;8.22E+10;;2051138;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;12.11.2018;04.06.2025
1736629;TK MUNTARI;TIYUH MARGA ASRI RT 026 RW 004 KEL MULYO ASRI;8.23E+10;;2051086;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;13;Z00;0;34593;3042;13.04.2022;16.10.2025
1736690;EM MART;DSN-KEL.MARGO MULYO RT.16-5 NO.110 KEC.TUMIJAJAR;8.13E+10;;2051086;34692;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34692;3042;13.04.2022;23.04.2025
1736847;TK.ASA A1;MUKTI KARYA RT.5-2 KEL.MUKTI KARYA KEC.PANCA JAYA;8.23E+10;;2051682;34593;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;69;Z00;0;34593;3042;13.04.2022;03.02.2025
1758842;TK.WIN;KIBANG BUDI JAYA RT.3-1 KEL.KIBANG BUDI JAYA KEC.LAMBU;8.58E+10;;2051149;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;13;Z00;0;34593;3042;09.05.2022;23.12.2024
1758952;TK.SITI DARMAN;KIBANG TRI JAYA RT.13-3 KEL.KIBANG TRI JAYA KEC.LAMBU KIBANG;8.56E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;58;Z00;0;34593;3042;09.05.2022;23.12.2024
1765051;WR BU ANI;BALAM JAYA RT 015 RW 006 KEL BALAM JAYA KEC WAY KENANGA;8.58E+10;;2051175;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;13.05.2022;23.12.2025
2893052;WR SIHONO;GEDUNG KARYA JITU RT 003 RW 002 KEL GEDUNG KARYA JITU;8.14E+10;;2051140;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;03.03.2023;07.08.2025
1795214;WR NABILA;TUNGGAL WARGA RT 002 RW 005 KEL TUNGGAL WARGA;8.54E+10;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34593;3042;31.05.2022;20.02.2026
1809532;YANTI;KAGUNGAN RATU RT.4-1 KEL.KAGUNGAN RATU KEC.TULANG BAWANG;8.53E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34593;3042;11.06.2022;05.05.2025
1818596;TK ARI;INDRALOKA I RT 006 RW 002 KEL INDRALOKA I KEC WAY KENANGA;6.28E+12;;2051145;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;58;Z00;0;34593;3042;15.06.2022;23.09.2025
1843881;TOKO ULFA;GUNUNG AGUNG RT.3-4 KEL.GUNUNG AGUNG KEC.GUNUNG TERANG;8.24E+10;;2051150;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;58;Z00;0;34593;3042;27.06.2022;22.05.2025
1853163;WR VIRAL;MEKAR SARI JAYA RT.6-2 KEL.MEKAR SARI JAYA KEC.LAMBU KIBANG;8.56E+10;;2051149;34331;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;58;Z00;0;34593;3042;30.06.2022;05.05.2025
1871419;WR MURNIATI;MEKAR JAYA RT 002 RW 003 KEL MEKAR JAYA KEC GUNUNG AGUNG;;;2051152;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34593;3042;06.07.2022;04.02.2026
1871999;TK.STAR MART;PENUMANGAN BARU RT.11-5 KEL.PENUMANGAN BARU KEC.TULANG;8.13E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;06.07.2022;17.04.2025
1874275;RASYA;KAGUNGAN RATU RT.5-6 KEL.KAGUNGAN RATU KEC.TULANG BAWANG;8.22E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34593;3042;07.07.2022;28.06.2025
1898289;TK BU RIA;MEDASARI RT 004 RW 005 KEL MEDA SARI KEC RAWA JITU SELATAN;8.54E+10;;2051139;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Sabtu;;;;;;;;;;;08:00:00;08:00:00;2;13;Z00;0;34593;3042;15.07.2022;08.08.2025
1898956;WR.BU SUM;TUNAS JAYA RT.13-2 KEL.TUNAS JAYA KEC.GUNUNG AGUNG;8.53E+10;;2051152;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;13;Z00;0;34593;3042;19.07.2022;30.05.2025
1905630;TK.IDA C1;SINAR LAGA RT.1-4 KEL.SINAR LAGA KEC.TANJUNG RAYA;8.24E+10;;2051143;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Jumat;;;;;;;;;08:00:00;08:00:00;;;2;58;Z00;0;34593;3042;21.07.2022;22.05.2025
1905635;TK.LINA PENUMANGAN;PENUMANGAN BARU RT.6-6 KEL.PENUMANGAN BARU KEC.TULANG BAWANG;8.22E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34593;3042;21.07.2022;15.04.2025
1925587;AFDAL;BALAI PANJANG RT.2-2 KEL.LINGAI KEC.MENGGALA TIMUR;8.53E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34593;3042;27.07.2022;15.01.2025
1950141;DESI;GILANG TUNGGAL MAKARTA RT.14-3 KEL.GILANG TUNGGAL MAKARTA;6.29E+12;;2051178;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34593;3042;01.08.2022;13.02.2025
2893188;WR SULYANA;SIDANG GUNUNG TIGA RT 013 RW 003 KEL SIDANG GUNUNG TIGA;8.12E+10;;2051137;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34593;3042;03.03.2023;22.05.2026
1971468;SYAFIQ;KIBANG MULYA JAYA RT 006 RW 002 KEL KIBANG MULYA JAYA;8.23E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;69;Z00;0;34593;3042;06.08.2022;22.09.2025
1985408;WR LILIK;WARGA MAKMUR JAYA RT 004 RW 001 KEL WARGA MAKMUR JAYA;6.28E+12;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;13;Z00;0;34593;3042;10.08.2022;29.09.2025
2893190;WR.ARIYANTO;SIDANG GUNUNG TIGA RT.4-1 KEL.SIDANG GUNUNG TIGA KEC.RAWA;8.22E+10;;2051137;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;03.03.2023;06.03.2025
2001336;WR.MBAK RINA;BAWANG TIRTO MULYO RT.1-7 KEL.BAWANG TIRTO MULYO;8.14E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;58;Z00;0;34593;3042;13.08.2022;05.02.2025
2001664;WR.ARSYILA;CEMPAKA DALAM RT.3-1 KEL.CEMPAKA DALEM KEC.MENGGALA TIMUR;8.13E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34593;3042;13.08.2022;09.01.2025
2018843;WR.SAMSUL;KARYA MURNI JAYA RT.2-1 KEL.KARYA MURNI JAYA KEC.BANJAR BARU;8.54E+10;;2051177;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34593;3042;24.08.2022;05.05.2025
2030166;WR P SLAMIT /RATNA;DSN.WARGA INDAH JAYA RT.2-3 KEL.WARGA INDAH JAYA KEC.BANJAR;8.13E+10;;2051149;34682;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;27.08.2022;03.01.2025
2058527;LITA;GUNUNG SARI RT.2-1 KEL.GUNUNG SARI KEC.LAMBU KIBANG;8.24E+10;;2051149;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Rabu;;;;;08:00:00;08:00:00;;;;;;;2;13;Z00;0;34593;3042;03.09.2022;10.01.2025
2077120;SUBUR;MEKAR JAYA RT.1-3 KEL.MEKAR JAYA KEC.BANJAR BARU;8.15E+10;;2051177;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;69;Z00;0;34593;3042;07.09.2022;15.01.2025
2082044;WR.PUTRI;TEGAL MAKMUR RT.5-2 KEL.KIBANG MULYA JAYA KEC.LAMBU KIBANG;8.54E+10;;2051392;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34593;3042;08.09.2022;13.06.2025
2127393;WR.NABILA JAYA;DSN JAYA BARU RT.3-5 KEL.LEBUH DALEM KEC.MENGGALA TIMUR;8.54E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;58;Z00;0;34593;3042;19.09.2022;16.01.2025
2893213;WR.UMI MASRUROH;SUKA BHAKTI RT.15-4 KEL.SUKA BHAKTI KEC.GEDUNG AJI BARU;8.54E+10;;2051137;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;58;Z00;0;34593;3042;03.03.2023;06.03.2025
2207295;RISA;KIBANG YEKTI JAYA RT 004 RW 002 KEL KIBANG YEKTI JAYA;8.14E+10;;2051392;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;07.10.2022;16.03.2026
2257594;TK.MUJIATI BUANA;MERCUBUANA RT.12-3 KEL. MERCU BUANA KEC.WAY KENANGA;8.24E+10;;2051175;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;18.10.2022;23.01.2025
2308866;SEPKA;SETIA BUMI RT.23-3 KEL.SETIA BUMI KEC.GUNUNG TERANG;6.29E+12;;2051630;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;29.10.2022;03.02.2025
2317429;WR BU SRI;TUNGGAL WARGA RT.1-3 KEL.TUNGGAL WARGA KEC.BANJAR AGUNG;6.28E+12;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;31.10.2022;23.12.2024
2320824;MARYAM;JAYA MAKMUR RT 004 RW 003 KEL JAYA MAKMUR KEC BANJAR BARU;8.79E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;13;Z00;0;34593;3042;01.11.2022;25.08.2025
2325538;ALFAN;DSN.MEKAR JAYA RT.3-2 KEL.MEKARJAYA KEC.BANJAR BARU;8.22E+10;;2051177;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;58;Z00;0;34593;3042;02.11.2022;22.05.2025
2334920;TK.SISWANTO;BRABASAN RT.2-6 KEL.BRABASAN KEC.TANJUNG RAYA;8.14E+10;;2051141;34593;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34593;3042;08.11.2022;03.02.2025
2360303;TK ENDANG GALON;JL.SOEKARNO HATTA NO.04 RT 007 RW 003 KEL TANJUNG MAS REJO;8.52E+10;;2051153;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;13;Z00;0;34593;3042;14.11.2022;21.08.2025
2376216;TK.MUJIONO;PENUMANGAN BARU RT.3-6 KEL.PENUMANGAN BARU KEC.TULANG BAWANG;8.24E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;18.11.2022;10.04.2025
4612520;TK.MOKHAMAD;DSN KAUMAN RT.11-1 KEL.WONO AGUNG KEC.RAWAJITU SELATAN;8.14E+10;;2051138;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;58;Z00;0;34593;3042;16.02.2024;09.05.2025
2567639;DIKI;TIRTA KENCANA RT.34-6 KEL.TIRTA KENCANA KEC.TULANG BAWANG;8.58E+10;;2051239;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;04.01.2023;09.05.2025
2571353;TK.KENZO;TUNGGAL WARGA RT.5-7 KEL.TUNGGAL WARGA KEC.BANJAR AGUNG;8.23E+10;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;05.01.2023;23.12.2024
2571356;TK.DILLA;JL.CEMPAKA NO.01 RT.3-1 KEL.SIDOHARJO KEC.PENAWAR TAMA;8.22E+10;;2051398;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Sabtu;;;;;;;;;;;08:00:00;08:00:00;2;13;Z00;0;34593;3042;05.01.2023;13.01.2025
5312882;WR MBAK VIVIN;GEDUNG KARYA JITU RT 000 RW 000 KEL GEDUNG KARYA JITU;8.15E+10;;2051140;34593;90052449;90052449;Beni Saputra;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34593;3042;22.10.2024;05.12.2025
2571358;TK.MBAK YUNI;SP 6 MUARA TENANG BLOK 12-38-3 RT.19-4 KEL.BUMI DIPASENA;8.22E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34593;3042;05.01.2023;13.02.2025
2577342;IDA;CANDRA KENCANA RT.2-1 KEL.CANDRA KENCANA KEC.TULANG BAWANG;8.13E+10;;2051238;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34593;3042;06.01.2023;23.04.2025
2640698;TK DM FAMILY;DSN TULUNG DAGANG RT 002 RW 002 KEL LEBUH DALEM;8.58E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34593;3042;18.01.2023;15.05.2026
2641906;CAK YONO;TIRTA KENCANA RT.33-6 KEL.TIRTA KENCANA KEC.TULANG BAWANG;8.13E+10;;2051239;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34593;3042;18.01.2023;08.04.2025
